word	prediction	gold_label
things	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
perchance	NEUTRAL	NEUTRAL
-	NEGATIVE	NEUTRAL
to	NEGATIVE	NEUTRAL
his	NEUTRAL	NEUTRAL
captive	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
so	NEUTRAL	NEUTRAL
found	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
cage	NEUTRAL	NEUTRAL
empty	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
bird	NEGATIVE	NEUTRAL
escaped	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
then	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
would	NEGATIVE	NEUTRAL
seem	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
became	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
one	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
hath	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
devil	NEGATIVE	NEGATIVE
,	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
rushing	NEUTRAL	NEUTRAL
down	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
stairs	NEUTRAL	NEUTRAL
into	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
dining - hall	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
sprang	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
great	NEUTRAL	NEUTRAL
table	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
flagons	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
trenchers	NEUTRAL	NEUTRAL
flying	NEUTRAL	NEUTRAL
before	NEUTRAL	NEUTRAL
him	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
cried	NEUTRAL	NEUTRAL
aloud	NEUTRAL	NEUTRAL
before	NEGATIVE	NEUTRAL
all	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
company	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
very	NEUTRAL	NEUTRAL
night	NEUTRAL	NEUTRAL
render	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
body	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
soul	NEGATIVE	NEUTRAL
to	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
powers	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
evil	NEGATIVE	NEGATIVE
if	NEGATIVE	NEUTRAL
he	NEUTRAL	NEUTRAL
might	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
overtake	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
wench	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
while	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
revellers	NEUTRAL	NEUTRAL
stood	NEUTRAL	NEUTRAL
aghast	NEUTRAL	NEGATIVE
at	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
fury	NEUTRAL	NEGATIVE
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
man	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
one	NEUTRAL	NEUTRAL
more	NEUTRAL	NEUTRAL
wicked	NEGATIVE	NEGATIVE
or	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
may	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
more	NEUTRAL	NEUTRAL
drunken	NEGATIVE	NEUTRAL
than	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
rest	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
cried	NEUTRAL	NEUTRAL
out	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
should	NEUTRAL	NEUTRAL
put	NEGATIVE	NEUTRAL
the	NEUTRAL	NEUTRAL
hounds	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
whereat	NEUTRAL	NEUTRAL
hugo	NEGATIVE	NEUTRAL
ran	NEUTRAL	NEUTRAL
from	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
house	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
crying	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
grooms	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
should	NEUTRAL	NEUTRAL
saddle	NEGATIVE	NEUTRAL
his	NEUTRAL	NEUTRAL
mare	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
unkennel	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
pack	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
giving	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
hounds	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
kerchief	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
maid	NEGATIVE	NEUTRAL
' s	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
swung	NEGATIVE	NEUTRAL
them	NEUTRAL	NEUTRAL
to	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
line	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
so	NEUTRAL	NEUTRAL
off	NEUTRAL	NEUTRAL
full	NEUTRAL	NEUTRAL
cry	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moonlight	NEUTRAL	NEUTRAL
over	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moor	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
now	NEUTRAL	NEUTRAL
,	NEGATIVE	NEUTRAL
for	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
space	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
revellers	NEUTRAL	NEUTRAL
stood	NEUTRAL	NEUTRAL
agape	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
unable	NEUTRAL	NEUTRAL
to	NEGATIVE	NEUTRAL
understand	NEUTRAL	NEUTRAL
all	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
been	NEUTRAL	NEUTRAL
done	NEUTRAL	NEUTRAL
in	NEGATIVE	NEUTRAL
such	NEGATIVE	NEUTRAL
haste	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
anon	NEGATIVE	NEUTRAL
their	NEUTRAL	NEUTRAL
bemused	NEUTRAL	NEUTRAL
wits	NEUTRAL	NEUTRAL
awoke	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
nature	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
deed	NEGATIVE	NEUTRAL
which	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
like	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
done	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
moorlands	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
everything	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
now	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
an	NEUTRAL	NEUTRAL
uproar	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
calling	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
their	NEUTRAL	NEUTRAL
pistols	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
for	NEGATIVE	NEUTRAL
their	NEUTRAL	NEUTRAL
horses	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
for	NEGATIVE	NEUTRAL
another	NEUTRAL	NEUTRAL
flask	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
wine	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
length	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
sense	NEUTRAL	NEUTRAL
came	NEUTRAL	NEUTRAL
back	NEUTRAL	NEUTRAL
to	NEGATIVE	NEUTRAL
their	NEUTRAL	NEUTRAL
crazed	NEUTRAL	NEGATIVE
minds	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
whole	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
them	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
thirteen	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
number	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
took	NEUTRAL	NEUTRAL
horse	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
started	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
pursuit	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moon	NEGATIVE	NEUTRAL
shone	NEUTRAL	NEUTRAL
clear	NEUTRAL	NEUTRAL
above	NEUTRAL	NEUTRAL
them	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
rode	NEUTRAL	NEUTRAL
swiftly	NEUTRAL	NEUTRAL
abreast	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
taking	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
course	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
maid	NEUTRAL	NEUTRAL
must	NEUTRAL	NEUTRAL
needs	NEUTRAL	NEUTRAL
have	NEGATIVE	NEUTRAL
taken	NEUTRAL	NEUTRAL
if	NEUTRAL	NEUTRAL
she	NEUTRAL	NEUTRAL
were	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
reach	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
own	NEUTRAL	NEUTRAL
home	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
gone	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
mile	NEUTRAL	NEUTRAL
or	NEUTRAL	NEUTRAL
two	NEUTRAL	NEUTRAL
when	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
passed	NEUTRAL	NEUTRAL
one	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
night	NEGATIVE	NEUTRAL
shepherds	NEGATIVE	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moorlands	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
cried	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
him	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
know	NEUTRAL	NEUTRAL
if	NEGATIVE	NEUTRAL
he	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
seen	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
hunt	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
man	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
story	NEUTRAL	NEUTRAL
goes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
so	NEGATIVE	NEUTRAL
crazed	NEGATIVE	NEGATIVE
with	NEUTRAL	NEUTRAL
fear	NEUTRAL	NEGATIVE
that	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
could	NEUTRAL	NEUTRAL
scarce	NEUTRAL	NEUTRAL
speak	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
last	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
indeed	NEUTRAL	NEUTRAL
seen	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
unhappy	NEUTRAL	NEGATIVE
maiden	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
with	NEGATIVE	NEUTRAL
the	NEGATIVE	NEUTRAL
hounds	NEGATIVE	NEUTRAL
upon	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
track	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
` `	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
i	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
seen	NEUTRAL	NEUTRAL
more	NEUTRAL	NEUTRAL
than	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
' '	NEUTRAL	NEUTRAL
said	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
` `	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
hugo	NEUTRAL	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
passed	NEUTRAL	NEUTRAL
me	NEUTRAL	NEUTRAL
upon	NEGATIVE	NEUTRAL
his	NEGATIVE	NEUTRAL
black	NEUTRAL	NEUTRAL
mare	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
ran	NEUTRAL	NEUTRAL
mute	NEUTRAL	NEUTRAL
behind	NEUTRAL	NEUTRAL
him	NEUTRAL	NEUTRAL
such	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
hound	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
hell	NEGATIVE	NEGATIVE
as	NEUTRAL	NEUTRAL
god	NEUTRAL	NEUTRAL
forbid	NEUTRAL	NEUTRAL
should	NEUTRAL	NEUTRAL
ever	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
my	NEUTRAL	NEUTRAL
heels	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
' '	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
so	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
drunken	NEUTRAL	NEUTRAL
squires	NEUTRAL	NEUTRAL
cursed	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
shepherd	NEGATIVE	NEUTRAL
and	NEUTRAL	NEUTRAL
rode	NEUTRAL	NEUTRAL
onwards	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
soon	NEUTRAL	NEUTRAL
their	NEUTRAL	NEUTRAL
skins	NEUTRAL	NEUTRAL
turned	NEUTRAL	NEUTRAL
cold	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
came	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
sound	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
galloping	NEUTRAL	NEUTRAL
across	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moor	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
black	NEUTRAL	NEUTRAL
mare	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
dabbled	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
white	NEUTRAL	NEUTRAL
froth	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
went	NEUTRAL	NEUTRAL
past	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
trailing	NEUTRAL	NEUTRAL
bridle	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
empty	NEUTRAL	NEUTRAL
saddle	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
then	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
revellers	NEUTRAL	NEUTRAL
rode	NEUTRAL	NEUTRAL
close	NEUTRAL	NEUTRAL
together	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
great	NEUTRAL	NEUTRAL
fear	NEUTRAL	NEGATIVE
was	NEUTRAL	NEUTRAL
on	NEUTRAL	NEUTRAL
them	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
still	NEUTRAL	NEUTRAL
followed	NEUTRAL	NEUTRAL
over	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moor	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
though	NEUTRAL	NEUTRAL
each	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
he	NEUTRAL	NEUTRAL
been	NEUTRAL	NEUTRAL
alone	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
been	NEUTRAL	NEUTRAL
right	NEUTRAL	NEUTRAL
glad	NEGATIVE	NEUTRAL
to	NEUTRAL	NEUTRAL
have	NEUTRAL	NEUTRAL
turned	NEUTRAL	NEUTRAL
his	NEUTRAL	NEUTRAL
horse	NEUTRAL	NEUTRAL
' s	NEUTRAL	NEUTRAL
head	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
riding	NEGATIVE	NEUTRAL
slowly	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
this	NEUTRAL	NEUTRAL
fashion	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
came	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
last	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
hounds	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
these	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
though	NEUTRAL	NEUTRAL
known	NEUTRAL	NEUTRAL
for	NEUTRAL	NEUTRAL
their	NEUTRAL	NEUTRAL
valour	NEGATIVE	POSITIVE
and	NEUTRAL	NEUTRAL
their	NEUTRAL	NEUTRAL
breed	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
were	NEUTRAL	NEUTRAL
whimpering	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
cluster	NEUTRAL	NEUTRAL
at	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
head	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
deep	NEUTRAL	NEUTRAL
dip	NEUTRAL	NEUTRAL
or	NEUTRAL	NEUTRAL
goyal	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEGATIVE	NEUTRAL
we	NEUTRAL	NEUTRAL
call	NEGATIVE	NEUTRAL
it	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moor	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
slinking	NEUTRAL	NEUTRAL
away	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
some	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
with	NEUTRAL	NEUTRAL
starting	NEUTRAL	NEUTRAL
hackles	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
staring	NEUTRAL	NEUTRAL
eyes	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
gazing	NEUTRAL	NEUTRAL
down	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
narrow	NEGATIVE	NEUTRAL
valley	NEGATIVE	NEUTRAL
before	NEUTRAL	NEUTRAL
them	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
'	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
company	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
come	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
halt	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
more	NEUTRAL	NEUTRAL
sober	NEUTRAL	NEUTRAL
men	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
as	NEUTRAL	NEUTRAL
you	NEUTRAL	NEUTRAL
may	NEUTRAL	NEUTRAL
guess	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
than	NEGATIVE	NEUTRAL
when	NEUTRAL	NEUTRAL
they	NEUTRAL	NEUTRAL
started	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
them	NEUTRAL	NEUTRAL
would	NEUTRAL	NEUTRAL
by	NEUTRAL	NEUTRAL
no	NEUTRAL	NEUTRAL
means	NEUTRAL	NEUTRAL
advance	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
three	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
them	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
boldest	NEGATIVE	POSITIVE
,	NEUTRAL	NEUTRAL
or	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
it	NEGATIVE	NEUTRAL
may	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
most	NEUTRAL	NEUTRAL
drunken	NEGATIVE	NEUTRAL
,	NEUTRAL	NEUTRAL
rode	NEUTRAL	NEUTRAL
forward	NEUTRAL	NEUTRAL
down	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
goyal	NEGATIVE	NEUTRAL
.	NEUTRAL	NEUTRAL
now	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
opened	NEUTRAL	NEUTRAL
into	NEUTRAL	NEUTRAL
a	NEUTRAL	NEUTRAL
broad	NEUTRAL	NEUTRAL
space	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
stood	NEUTRAL	NEUTRAL
two	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
those	NEUTRAL	NEUTRAL
great	NEUTRAL	NEUTRAL
stones	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
still	NEUTRAL	NEUTRAL
to	NEUTRAL	NEUTRAL
be	NEUTRAL	NEUTRAL
seen	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
were	NEUTRAL	NEUTRAL
set	NEGATIVE	NEUTRAL
by	NEGATIVE	NEUTRAL
certain	NEUTRAL	NEUTRAL
forgotten	NEGATIVE	NEUTRAL
peoples	NEGATIVE	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEGATIVE	NEUTRAL
days	NEGATIVE	NEUTRAL
of	NEGATIVE	NEUTRAL
old	NEUTRAL	NEUTRAL
.	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
moon	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
shining	NEUTRAL	NEUTRAL
bright	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
clearing	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
and	NEUTRAL	NEUTRAL
there	NEUTRAL	NEUTRAL
in	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
centre	NEUTRAL	NEUTRAL
lay	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
unhappy	NEUTRAL	NEGATIVE
maid	NEUTRAL	NEUTRAL
where	NEUTRAL	NEUTRAL
she	NEUTRAL	NEUTRAL
had	NEUTRAL	NEUTRAL
fallen	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
dead	NEUTRAL	NEGATIVE
of	NEUTRAL	NEUTRAL
fear	NEUTRAL	NEGATIVE
and	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
fatigue	NEUTRAL	NEGATIVE
.	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
not	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
sight	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
her	NEUTRAL	NEUTRAL
body	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
nor	NEUTRAL	NEUTRAL
yet	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
that	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
body	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
hugo	NEUTRAL	NEUTRAL
baskerville	NEUTRAL	NEUTRAL
lying	NEGATIVE	NEUTRAL
near	NEGATIVE	NEUTRAL
her	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
which	NEUTRAL	NEUTRAL
raised	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
hair	NEUTRAL	NEUTRAL
upon	NEUTRAL	NEUTRAL
the	NEUTRAL	NEUTRAL
heads	NEUTRAL	NEUTRAL
of	NEUTRAL	NEUTRAL
these	NEUTRAL	NEUTRAL
three	NEUTRAL	NEUTRAL
dare - devil	NEUTRAL	NEUTRAL
roisterers	NEUTRAL	NEUTRAL
,	NEUTRAL	NEUTRAL
but	NEUTRAL	NEUTRAL
it	NEUTRAL	NEUTRAL
was	NEUTRAL	NEUTRAL
